branch,cgpa,internship_count,project_count,certifications_count,coding_skills_score,communication_skills_score,soft_skills_score,hackathon_participation,placement_probability
4,6.88,0,6,1,48,81,71,1,59
4,7.91,0,6,0,64,48,49,0,60
4,7.58,2,6,5,59,99,44,0,78
2,7.62,4,5,4,54,46,66,0,74
4,9.15,4,6,1,79,96,78,1,85
3,8.52,4,4,3,88,49,60,1,79
3,9.8,3,2,1,66,80,55,1,72
6,8.95,4,1,2,50,52,68,1,66
3,5.73,4,4,5,55,55,97,1,67
2,8.69,1,6,4,69,73,54,0,77
5,8.33,3,7,2,61,47,77,1,76
6,8.23,3,2,2,63,99,100,0,69
3,7.4,0,2,1,89,70,46,0,56
4,5.31,0,1,1,63,94,57,0,44
3,9.76,1,1,2,75,67,90,0,65
1,9.26,2,1,5,57,46,58,1,67
6,7.43,3,5,3,59,73,56,1,72
2,5.79,0,7,0,47,72,53,0,54
3,9.12,4,2,0,54,43,80,0,65
3,7.15,3,6,4,52,94,87,0,76
2,6.95,3,3,1,75,77,49,0,64
5,8.33,3,4,0,100,65,64,1,72
4,8.79,0,1,3,53,41,80,1,55
4,5.31,1,2,4,86,71,83,1,56
5,8.84,0,7,5,86,78,48,1,82
5,8.67,4,6,1,63,81,55,0,80
1,7.95,4,4,0,94,98,87,1,76
2,6.69,2,3,2,76,80,63,0,62
6,5.82,0,4,3,63,41,60,0,52
4,5.51,0,3,3,86,65,98,1,54
5,5.01,2,6,1,57,86,96,1,59
5,6.03,2,1,5,71,66,94,0,59
2,7.06,3,5,3,74,54,73,1,71
6,6.22,3,3,1,59,60,78,0,57
5,6.54,4,1,3,81,87,91,1,66
1,6.95,1,4,0,71,66,46,0,57
6,6.54,4,6,5,76,73,46,1,80
1,8.62,0,7,1,76,88,67,1,73
3,7.46,1,4,3,86,50,90,0,65
4,5.1,3,4,0,72,62,74,1,55
5,6.13,2,6,5,40,89,97,0,69
6,8.55,2,6,0,87,61,49,0,73
1,6.5,4,5,0,67,62,77,1,65
4,9.6,0,2,5,66,40,71,1,66
4,8.56,0,3,1,56,98,73,0,61
5,6.45,2,7,1,85,51,99,1,68
4,7.58,4,6,3,54,64,63,0,76
5,8.34,4,2,5,53,45,95,0,71
3,5.97,3,4,5,92,89,91,1,74
5,6.23,3,7,5,70,88,89,0,79
2,7.54,3,5,2,73,88,80,1,74
1,9.62,1,1,2,42,73,86,0,60
2,6.72,4,5,4,95,67,85,1,79
4,7.01,4,6,2,51,64,80,1,72
4,5.95,3,2,5,65,57,41,1,62
4,7.97,2,4,2,63,86,81,1,68
5,8.7,3,7,3,99,40,43,1,84
6,7.2,1,7,1,97,71,40,1,71
5,8.75,2,7,2,73,68,61,0,79
1,6.51,4,3,4,47,59,50,1,65
5,8.53,1,5,3,98,85,87,1,77
4,6.29,1,2,0,51,52,50,1,45
3,8.9,2,2,0,48,96,84,0,62
1,9.15,3,1,4,65,51,53,0,69
2,8.99,3,3,1,85,47,66,1,70
3,6.08,0,7,5,97,78,72,0,73
1,8.47,2,2,0,77,47,67,0,60
1,7.69,3,3,1,88,57,62,1,67
4,9.93,1,4,2,82,60,96,1,73
2,6.81,3,6,2,98,67,48,0,75
5,8.86,3,5,2,58,70,98,1,75
2,6.85,1,2,0,60,54,57,1,49
4,6.98,2,4,0,52,99,100,1,60
4,5.55,0,1,1,74,78,82,1,45
4,6.2,3,3,1,42,72,63,1,56
3,5.82,3,6,5,64,77,66,0,73
2,5.8,3,4,4,71,62,74,1,66
2,5.05,2,3,5,60,55,92,0,57
1,8.97,1,7,2,53,63,43,0,73
6,7.34,1,7,3,70,60,61,1,71
5,9.02,1,6,3,47,85,50,0,74
4,8.06,1,3,2,46,47,99,0,57
2,9.16,1,2,4,75,81,99,1,71
2,7.52,1,3,5,74,98,46,1,70
1,5.47,3,4,1,58,56,80,1,56
5,8.08,3,1,0,98,54,97,0,63
6,8.39,1,2,4,41,53,76,1,60
6,8.13,1,5,4,44,59,73,0,67
4,9.01,2,1,2,83,71,51,0,67
6,8.66,2,4,1,41,100,43,0,67
6,7.16,4,2,3,57,50,84,0,64
5,9.1,3,6,3,54,77,41,1,81
5,8.46,1,6,5,55,71,86,1,76
4,5.6,3,3,5,51,43,40,1,60
2,7.7,4,7,3,83,68,57,1,84
1,8.64,2,1,4,99,44,98,1,69
4,7.77,4,2,5,75,82,62,1,76
3,9.75,0,5,0,61,51,73,0,64
6,5.51,2,7,1,67,82,43,0,64
1,8.61,3,5,0,93,89,92,1,77
2,9.12,2,5,3,79,78,90,1,79
2,8.51,4,6,0,82,96,91,1,81
5,6.93,1,2,4,93,62,81,0,63
3,6.93,4,1,2,61,72,84,0,61
2,7.93,4,3,0,43,55,58,0,62
3,6.99,1,1,5,51,89,79,1,59
6,9.42,3,3,0,60,83,81,1,70
5,5.55,3,1,0,66,50,79,0,48
1,8.2,2,1,5,62,47,90,1,64
5,5.67,4,2,3,81,72,80,1,64
6,7.7,2,5,0,66,87,48,0,66
2,8.58,1,7,1,80,73,62,1,75
3,5.83,0,5,4,55,60,52,0,57
6,8.52,3,5,1,71,77,40,0,74
2,5.7,1,7,1,75,56,51,0,61
4,8.1,3,5,3,97,88,49,1,82
3,7.53,2,1,0,56,73,66,0,53
6,6.49,0,5,4,93,90,58,1,68
1,5.56,4,1,4,57,80,79,1,60
1,8.68,3,3,4,66,42,71,1,72
2,6.91,4,4,0,46,63,61,1,62
2,5.43,2,7,4,93,61,64,1,72
1,8.86,3,7,4,80,49,50,0,85
4,6.16,2,4,2,77,44,50,1,59
5,8.68,4,3,2,93,80,65,0,79
1,7.82,2,1,4,59,70,55,1,62
2,5.97,2,7,5,99,63,68,1,77
2,5.38,2,5,1,96,85,69,0,64
4,7.97,1,2,5,74,50,50,1,65
1,5.13,1,1,0,86,90,96,0,47
4,5.33,3,1,1,72,94,40,1,54
1,8.51,2,7,1,98,87,45,0,81
5,7.69,2,3,0,65,53,52,0,58
6,6.63,2,3,0,63,85,66,1,57
1,7.7,1,2,3,63,43,82,0,57
6,7.96,4,5,3,70,47,74,1,76
1,7.83,2,4,3,66,46,92,0,66
5,8.21,0,6,4,88,74,72,0,75
2,9.7,3,5,5,48,94,98,1,85
6,6.94,1,5,4,41,71,53,0,63
4,6.51,4,6,4,45,61,82,1,72
1,5.19,0,6,5,70,61,85,1,61
2,5.74,2,1,3,64,85,94,1,54
1,5.53,1,2,5,55,82,61,1,55
4,6.68,2,7,0,84,65,99,0,68
5,8.05,3,1,4,45,90,81,0,66
3,5.23,1,3,0,62,75,60,0,47
1,8.64,0,6,5,86,68,41,0,78
4,6.99,4,4,3,96,43,95,1,73
3,9.82,4,7,0,44,70,44,0,81
1,7.84,3,2,4,56,61,54,0,66
6,8.86,4,7,0,48,100,89,0,80
2,9.31,4,2,3,65,96,87,1,78
2,9.44,3,5,4,52,92,59,0,83
4,7.59,0,1,4,46,47,65,0,51
6,6.98,1,5,3,87,60,95,0,67
5,7.8,1,5,1,79,54,63,1,65
3,7.01,3,2,2,57,87,74,0,62
4,6.2,2,4,3,76,93,97,0,66
1,6.62,3,3,5,84,93,63,0,73
2,6.16,3,5,0,63,43,65,1,59
1,6.35,3,6,1,94,81,80,1,72
3,5.47,3,4,3,71,97,100,1,66
6,7.13,4,6,2,46,44,89,1,69
6,6.18,4,5,4,59,75,61,1,72
4,7.24,0,4,5,84,41,66,1,64
4,8.96,3,1,2,73,89,58,1,70
6,7.24,1,6,2,97,47,76,0,69
4,9.77,2,3,5,58,86,75,1,78
6,5.74,4,2,3,85,43,68,0,62
3,9.25,1,1,4,53,52,79,1,62
4,6.24,4,5,4,71,53,78,1,72
6,9.67,0,5,2,48,48,94,0,66
4,6.14,2,3,3,75,67,82,1,61
1,8.73,4,7,4,88,77,51,1,91
2,5.31,2,7,4,65,51,83,1,66
1,8.15,2,6,0,59,67,55,1,68
5,6.09,1,6,2,68,52,87,0,60
6,8.35,4,3,1,55,60,70,1,68
5,8.18,2,3,2,70,94,54,1,69
6,9.62,3,5,3,63,77,72,0,81
2,8.13,2,5,5,69,91,54,0,79
4,7.04,2,2,5,47,65,71,1,61
6,5.97,4,3,4,65,64,61,1,66
1,8.29,3,4,4,54,61,89,1,73
4,5.58,2,7,0,97,90,95,0,68
2,9.14,4,2,4,89,91,45,0,82
1,6.24,4,4,4,49,91,69,0,70
4,7.62,2,7,5,75,47,80,0,78
6,7.98,0,1,1,78,76,97,1,55
6,6.81,0,3,2,63,79,56,0,55
1,8.32,1,2,4,88,84,95,0,69
3,6.25,0,6,3,47,98,83,1,62
6,5.17,0,7,1,40,95,41,1,55
3,9.8,4,2,1,93,61,55,1,77
4,6.6,4,1,0,92,52,94,0,59
3,8.57,2,1,3,49,76,86,1,62
1,7.54,2,1,1,86,53,98,1,58
5,8.34,4,7,2,62,57,51,0,80
5,5.55,2,2,3,77,86,86,0,58
1,7.59,4,5,2,49,72,84,0,72
5,6.96,0,4,0,72,46,51,1,52
1,7.26,2,6,0,70,49,90,1,64
6,9.83,0,6,4,77,99,87,0,82
3,5.68,1,4,2,52,97,78,1,56
5,8.77,2,6,5,74,69,56,1,82
6,6.65,4,1,2,83,98,81,0,66
5,6.45,4,6,0,86,94,80,1,74
4,6.35,1,5,5,71,73,45,1,67
1,6.74,4,5,2,61,84,94,0,72
1,6.79,0,1,3,46,42,80,1,46
6,6.35,4,3,4,45,98,65,0,68
4,8.34,1,2,4,80,79,40,1,68
3,5.24,3,7,3,55,51,55,1,65
4,6.66,3,3,1,51,75,85,1,59
4,6.4,0,7,5,48,92,79,1,68
2,8.76,3,7,5,79,70,98,1,89
3,5.73,4,5,2,44,62,86,1,63
3,9.7,1,1,1,97,47,55,0,64
4,5.85,0,2,1,42,40,85,1,40
5,6.85,3,4,2,75,94,55,1,70
2,6.0,4,6,5,82,74,78,0,79
5,6.43,4,5,0,49,86,68,0,65
4,8.81,2,2,2,47,54,89,1,61
5,7.38,2,2,0,48,92,88,0,56
3,5.81,1,3,3,52,67,65,0,53
3,5.23,0,4,0,95,51,69,0,49
5,6.15,3,3,1,97,40,72,0,60
3,9.73,3,3,1,58,50,82,0,70
1,9.23,4,3,1,62,90,59,0,75
3,7.2,3,3,5,82,76,76,1,74
4,7.41,1,5,5,63,88,94,0,72
6,9.5,2,4,0,42,41,52,1,63
5,7.96,4,3,1,72,84,47,1,71
2,9.4,0,7,4,62,74,71,0,78
5,7.46,4,5,2,53,84,57,1,73
3,6.0,3,7,1,58,47,84,1,65
3,8.63,1,6,5,72,70,80,0,79
6,7.63,0,5,0,62,60,50,0,57
6,8.34,4,2,1,66,92,94,0,70
2,5.79,3,2,0,51,84,77,0,52
4,8.24,4,1,2,85,42,82,1,67
1,6.91,0,5,0,86,64,86,0,58
4,6.66,3,7,2,46,80,53,0,71
2,8.36,2,1,1,75,67,79,1,61
5,7.96,0,5,5,85,67,89,1,72
3,8.25,2,3,4,57,41,72,0,66
4,9.83,2,3,1,55,47,92,1,66
3,8.51,3,1,2,97,40,80,0,67
3,8.2,4,3,5,53,60,62,0,75
4,8.07,4,3,3,60,54,100,1,71
4,6.99,1,7,3,82,94,46,0,75
6,9.2,0,2,3,66,47,54,0,61
2,6.9,0,3,1,64,79,54,0,53
2,8.5,3,2,0,77,61,48,0,64
1,6.47,3,4,4,54,78,60,0,67
6,5.74,1,5,5,49,59,76,1,60
1,5.65,1,2,4,69,52,78,1,53
4,8.17,2,6,5,83,65,98,0,81
2,6.64,1,6,1,48,78,67,0,60
2,6.38,4,2,2,67,46,83,1,60
1,7.96,2,2,1,88,96,45,0,66
5,5.13,1,6,3,57,50,49,1,57
6,6.23,4,5,2,50,70,54,0,67
6,6.7,4,5,4,77,73,93,0,77
6,8.54,2,5,1,90,50,63,1,72
2,7.73,2,6,0,41,63,43,0,63
3,9.28,4,3,0,61,64,86,0,71
2,6.67,3,2,4,62,90,89,0,66
3,6.48,2,5,2,59,95,74,1,65
2,5.17,0,4,3,84,72,97,0,55
4,9.76,3,6,0,68,68,54,1,78
2,7.51,0,5,0,65,97,91,1,61
4,7.51,1,7,1,80,60,76,0,69
3,9.62,2,7,5,98,88,41,0,94
6,6.45,2,1,4,51,72,86,1,56
3,6.66,4,1,0,87,84,79,0,61
1,8.28,2,2,1,68,45,99,0,60
6,8.93,0,2,2,58,76,67,0,60
2,8.5,3,2,5,73,92,44,1,77
2,8.94,1,7,0,87,41,62,0,72
2,7.88,3,7,4,66,81,48,1,82
2,9.31,0,3,1,69,69,46,1,63
2,7.75,1,6,2,76,96,43,1,72
3,6.15,4,1,1,70,67,58,1,57
4,7.71,2,1,3,67,71,47,0,61
3,8.56,2,2,4,64,92,70,1,71
5,8.27,4,6,4,88,90,53,0,88
3,6.22,0,1,5,45,66,68,1,50
6,5.21,4,1,0,95,78,48,1,56
2,6.26,0,3,5,46,61,76,1,54
3,9.92,1,4,1,45,54,45,0,65
4,5.92,3,2,2,74,82,81,0,60
2,7.32,3,4,0,64,77,99,1,64
1,8.19,4,4,4,60,76,67,1,78
5,9.4,2,3,1,86,75,84,1,72
6,8.8,4,7,2,99,77,49,1,89
4,9.54,2,1,5,87,46,93,1,73
5,8.02,4,2,4,56,70,84,0,71
3,9.33,4,5,2,80,83,42,0,84
5,6.32,3,7,5,65,69,51,1,77
2,7.15,2,4,1,80,53,75,0,63
2,9.22,3,6,2,56,95,50,0,81
1,6.63,2,4,0,100,73,48,1,63
5,9.36,1,3,0,46,91,45,0,63
5,6.82,1,4,1,64,66,51,0,57
2,6.82,1,4,5,73,62,85,0,66
3,6.55,0,4,4,65,42,92,0,57
3,7.73,3,3,3,45,44,80,1,63
6,5.65,3,1,3,49,81,47,1,54
3,5.18,1,6,3,56,69,80,0,59
5,9.49,4,4,4,53,46,52,0,79
1,9.64,3,2,0,42,80,82,1,65
3,5.38,2,6,0,98,93,48,1,65
2,7.75,3,4,5,87,57,59,0,77
2,7.7,3,4,5,55,96,79,0,76
6,6.86,2,2,0,44,77,49,1,52
6,7.84,1,3,5,87,49,80,1,68
5,7.29,1,5,1,62,83,66,1,63
3,7.45,2,2,5,66,73,92,0,67
3,8.78,3,7,0,44,100,43,1,77
6,7.63,3,5,5,95,72,49,1,82
3,6.62,1,1,0,76,71,88,0,49
5,7.91,0,1,0,77,70,58,1,52
1,8.2,1,4,3,57,67,49,0,66
2,8.31,2,6,2,51,43,89,0,69
5,8.09,0,4,0,60,54,87,1,56
3,8.32,0,3,2,46,41,99,1,55
5,6.55,2,5,5,56,99,62,0,71
2,7.23,4,1,0,81,62,75,1,60
4,8.34,1,1,3,48,98,80,0,61
2,8.77,3,4,3,80,62,48,0,77
2,7.17,1,4,5,63,74,41,1,67
4,6.83,2,3,5,50,66,58,1,64
3,8.58,3,4,5,64,65,47,0,78
3,6.11,4,7,2,85,88,65,0,78
1,5.05,2,6,3,76,73,90,0,65
2,7.36,1,4,1,46,52,75,1,55
5,5.87,0,6,4,56,79,50,0,61
1,6.89,2,7,4,94,91,42,1,81
3,6.46,2,6,5,80,90,99,1,76
3,8.89,1,3,0,58,49,100,0,58
6,6.66,4,4,3,96,78,69,1,75
1,8.2,1,6,4,60,65,57,1,73
3,8.37,1,6,2,84,43,56,1,71
4,7.28,4,7,2,48,57,90,0,74
6,5.41,4,4,5,84,74,48,1,72
5,8.5,2,4,2,85,86,69,1,74
6,5.38,0,5,0,47,91,55,1,49
2,5.5,1,1,4,85,56,47,1,53
2,5.98,0,2,4,84,95,80,0,58
5,6.4,4,1,4,66,66,65,1,63
4,9.23,4,5,2,62,47,44,1,78
5,8.37,1,2,5,49,92,44,0,67
1,6.94,2,1,2,93,86,85,1,62
5,9.89,1,3,0,41,52,63,0,60
5,6.22,2,7,5,83,85,53,1,78
6,8.05,3,5,1,87,61,100,1,73
4,9.24,2,3,4,46,75,44,1,71
5,9.01,1,3,0,41,82,75,1,60
1,5.45,1,1,2,55,69,64,0,45
6,8.49,2,7,1,93,74,56,1,79
4,6.29,0,6,3,45,90,45,0,61
4,6.78,2,2,1,55,84,46,1,56
3,7.44,3,6,0,64,43,85,1,66
2,8.95,3,4,1,84,52,54,1,73
1,5.83,0,4,2,49,86,45,1,52
2,5.54,3,5,1,98,45,71,0,64
6,5.77,1,3,2,91,57,99,1,56
6,6.09,0,5,1,48,93,81,0,54
1,5.3,0,1,0,71,47,79,0,38
4,9.63,0,7,3,71,80,66,1,79
5,6.6,2,7,4,41,100,79,1,73
1,5.88,2,3,1,60,59,44,0,53
6,8.19,0,4,3,87,60,100,1,66
2,8.93,3,1,1,42,71,99,0,61
1,8.77,1,1,5,93,95,100,1,73
4,8.59,1,6,3,73,97,55,1,77
3,5.25,2,5,2,68,71,91,1,60
3,8.91,4,7,3,81,41,50,0,86
5,7.51,0,5,4,96,81,78,1,72
5,8.25,4,6,3,59,41,64,1,77
4,9.78,1,7,4,62,80,100,1,83
2,9.05,2,2,4,76,71,41,0,72
5,9.13,2,4,3,47,98,67,1,74
3,5.91,2,4,4,83,61,46,0,65
4,7.38,2,5,4,75,65,77,1,72
4,9.75,2,4,5,53,80,90,0,79
4,7.91,0,4,2,62,84,89,1,62
1,5.51,4,1,0,66,49,40,1,50
2,8.66,1,6,2,54,78,57,1,71
2,5.21,1,6,0,92,84,51,0,60
5,8.71,2,3,0,74,44,92,0,63
2,9.4,2,3,2,95,51,88,1,73
6,7.13,2,2,4,61,80,47,1,63
3,7.07,3,3,5,86,80,59,0,74
5,6.52,1,6,2,75,71,74,1,65
2,9.38,2,4,4,54,89,81,1,77
3,7.74,4,6,2,96,95,55,0,84
5,7.9,3,1,2,71,79,89,0,64
6,8.31,0,6,5,80,57,72,1,74
3,6.5,3,3,1,57,49,79,0,57
6,7.16,3,4,3,97,62,64,1,73
3,8.71,3,6,2,84,40,58,1,78
1,9.93,4,4,3,70,92,74,1,86
1,5.17,1,5,4,80,92,55,0,64
3,5.21,2,7,1,75,81,55,1,64
3,7.14,4,6,5,64,76,87,1,81
6,8.3,4,5,1,84,57,64,0,76
2,6.93,2,3,0,49,69,71,0,54
4,10.0,3,5,5,79,58,94,0,87
3,5.98,0,4,5,53,84,83,0,59
5,5.04,3,4,3,87,77,67,0,65
5,5.95,3,5,1,65,56,48,0,61
5,9.43,1,7,4,58,67,57,0,80
1,5.73,3,1,0,69,61,62,0,50
2,7.39,0,5,1,97,85,69,1,66
6,7.1,4,1,4,78,77,100,1,69
2,8.33,3,7,3,51,71,71,0,79
1,5.27,4,5,4,70,94,63,1,72
2,8.29,1,4,4,84,64,50,1,72
2,6.77,0,6,4,86,87,91,1,70
5,9.63,2,4,2,86,48,100,1,75
3,9.24,2,5,5,57,75,65,0,80
5,7.0,1,2,1,41,89,50,0,52
2,9.96,0,1,4,53,76,59,0,65
3,5.26,4,2,0,59,40,83,0,50
6,8.94,1,4,2,97,68,57,1,73
4,7.17,3,7,4,78,54,73,0,79
3,7.17,4,1,4,59,83,75,1,67
1,5.85,3,6,5,73,85,43,0,75
5,7.57,3,7,1,99,99,60,0,82
5,5.42,4,5,2,73,68,65,1,67
2,8.08,3,1,4,76,60,53,1,68
2,6.21,2,1,4,42,51,65,1,52
2,8.62,4,7,3,74,65,52,0,86
2,8.04,1,3,0,72,84,65,0,61
5,8.73,2,6,0,58,70,80,1,70
3,8.75,1,1,1,70,74,54,0,59
6,5.98,0,6,2,91,53,66,1,61
3,5.0,1,4,5,83,94,96,1,64
1,6.83,4,6,5,61,46,62,0,76
5,9.6,1,2,4,66,42,61,0,67
3,7.89,0,2,5,77,92,49,1,66
5,8.64,3,6,2,67,80,44,0,79
1,9.4,4,5,1,60,43,43,0,76
4,9.53,2,3,3,59,41,89,1,69
4,7.65,2,2,1,77,74,75,1,61
4,7.7,1,7,0,52,98,55,1,67
5,9.25,2,2,3,68,72,71,0,70
3,9.04,0,1,4,60,76,50,0,62
5,8.49,2,6,1,81,80,78,1,76
6,8.02,1,4,2,72,89,72,0,67
3,8.09,2,6,2,71,52,74,0,72
1,6.81,3,6,0,87,90,87,0,72
2,9.2,3,4,0,85,90,43,1,76
4,8.09,2,5,5,67,46,62,1,74
3,6.12,4,4,0,89,99,42,0,68
3,6.2,2,2,0,53,97,59,1,52
4,9.31,3,1,4,96,78,40,0,77
1,8.13,3,4,3,81,86,99,1,77
5,6.99,0,3,5,91,66,72,0,64
5,5.94,1,3,0,61,88,49,1,51
2,8.05,0,3,1,76,42,83,0,56
3,5.92,4,4,4,73,56,42,1,69
4,7.35,1,1,3,56,64,94,0,55
6,8.39,2,4,4,72,69,71,0,74
1,7.83,2,2,2,72,94,84,1,65
5,9.61,4,4,4,77,53,98,0,84
1,5.2,3,7,5,65,68,77,1,72
1,6.4,2,7,4,78,44,70,0,72
2,5.29,0,6,2,46,46,60,0,51
1,5.97,3,3,2,64,90,63,0,62
4,5.62,2,3,2,87,58,98,1,58
2,8.66,3,6,5,90,72,63,0,87
4,6.85,1,1,5,69,60,91,0,58
2,9.63,2,5,4,80,94,49,1,85
4,5.12,2,3,2,72,90,45,0,57
2,8.26,3,3,0,89,60,67,1,67
2,9.85,1,5,1,78,97,40,1,77
3,5.88,0,4,1,67,56,97,0,50
4,7.21,1,3,2,57,62,86,0,57
3,8.51,0,1,3,49,100,85,0,59
2,8.17,4,7,4,98,66,83,0,90
5,7.83,1,4,1,91,70,49,1,66
2,6.63,0,4,5,41,54,80,0,57
5,8.64,3,3,5,82,79,69,0,80
5,8.27,0,4,0,89,79,92,1,63
5,5.81,4,4,3,82,40,54,1,66
5,9.82,0,1,3,53,59,53,1,60
4,7.78,1,4,0,52,80,63,0,59
6,7.63,0,6,4,40,73,49,0,65
4,9.24,1,3,4,71,40,65,0,69
6,8.2,4,3,2,64,71,40,0,71
4,5.37,0,6,0,49,87,59,1,51
5,7.53,0,7,0,54,61,68,0,61
1,8.9,4,6,5,90,68,73,1,91
2,8.5,0,6,0,68,84,41,0,66
6,9.85,1,5,2,56,98,41,0,76
1,5.12,2,2,1,81,50,41,0,50
5,6.31,2,5,4,93,72,47,1,71
6,7.75,1,1,2,79,77,93,1,59
1,8.1,0,1,2,62,40,64,0,51
4,6.37,1,7,5,46,77,57,0,69
5,9.13,4,3,2,89,48,84,1,77
4,5.82,1,2,5,98,52,56,1,60
4,5.0,2,5,5,75,87,69,0,67
5,9.76,3,7,0,45,92,47,0,80
6,6.96,4,7,2,41,91,81,0,75
2,9.79,0,2,1,84,63,85,0,64
3,6.39,1,3,3,71,75,68,0,59
3,5.32,4,7,2,92,59,90,0,73
2,8.86,2,7,5,83,82,58,0,88
5,9.18,0,4,1,44,84,95,0,62
3,7.46,1,3,5,58,96,76,0,67
2,5.37,1,7,0,41,40,63,1,51
1,8.27,0,3,3,82,99,57,1,67
2,5.91,3,2,4,62,74,49,1,61
6,9.25,3,1,4,79,82,55,0,75
2,6.37,4,4,0,43,59,96,1,59
4,9.24,1,4,0,43,79,89,1,63
4,7.13,4,7,4,50,40,80,1,76
5,7.98,0,1,0,85,90,81,1,55
4,8.95,4,2,4,80,85,93,0,80
1,5.2,1,2,0,59,89,83,1,46
2,9.11,3,1,4,97,45,99,1,73
1,5.69,3,5,1,53,99,44,0,63
5,6.79,0,2,0,99,80,54,1,54
4,7.36,2,7,4,74,65,62,0,77
3,9.48,4,1,0,98,68,70,0,72
2,5.11,0,5,4,84,80,69,1,60
3,7.8,3,3,4,53,54,46,1,68
6,8.21,1,4,5,88,97,59,0,77
5,6.58,1,1,5,42,76,78,0,55
6,6.45,2,7,3,54,58,42,1,68
3,7.45,2,2,0,60,95,42,0,58
3,5.94,3,4,1,100,48,70,0,63
3,7.34,2,5,2,41,80,46,0,65
6,8.83,2,7,2,60,98,40,0,80
5,9.23,1,4,5,96,56,95,1,78
2,6.93,4,7,0,49,71,66,1,70
2,8.09,1,6,5,66,67,89,1,75
1,5.0,1,1,4,93,54,40,0,52
1,7.75,3,3,4,86,97,45,1,76
3,9.88,3,5,1,58,92,59,1,79
5,6.56,4,7,0,92,100,78,1,78
5,7.97,0,5,2,51,81,83,1,63
4,8.81,2,5,1,88,67,42,0,74
4,8.04,2,4,0,55,48,98,1,60
6,7.09,1,3,0,47,66,41,0,51
4,5.76,1,7,5,96,58,99,0,72
2,7.32,4,1,5,76,46,86,1,68
2,6.47,2,1,0,64,64,71,0,49
6,8.48,1,4,3,63,69,98,0,68
1,7.21,1,6,1,86,52,59,1,66
3,9.25,3,7,0,79,41,75,1,78
5,5.97,0,1,5,57,57,66,0,50
1,7.09,4,1,1,60,92,59,1,62
2,7.79,0,3,2,99,79,58,0,64
1,5.63,0,4,0,47,97,94,1,48
6,7.94,4,4,4,58,92,60,0,78
3,6.45,2,5,0,88,47,82,1,61
2,6.15,1,1,0,69,59,59,1,45
6,5.71,4,2,1,66,48,44,0,55
1,6.75,1,6,1,75,52,94,1,62
5,9.64,3,3,5,75,91,59,1,84
4,5.16,0,3,3,65,60,51,1,49
6,9.26,3,7,0,59,67,87,1,77
2,6.99,0,6,5,91,83,100,1,73
1,7.81,2,6,2,80,99,49,0,77
4,7.56,4,2,1,98,46,92,0,67
4,9.63,2,5,3,53,96,61,1,79
1,8.85,0,2,4,72,70,77,0,65
3,9.92,3,6,4,48,92,67,1,86
1,8.97,0,7,3,62,62,51,0,73
2,6.48,2,6,5,84,52,78,1,73
5,9.81,2,2,4,69,84,49,1,75
2,9.92,3,5,0,92,75,87,1,81
4,5.62,3,2,1,89,41,100,0,55
5,9.51,2,7,2,81,73,74,0,83
6,8.32,0,5,4,67,44,87,0,67
4,9.61,0,6,0,97,41,83,1,71
3,9.58,4,6,5,70,86,79,1,92
1,9.46,2,6,1,65,73,76,1,76
6,9.43,4,1,0,75,41,56,1,66
2,5.59,2,5,0,98,59,91,0,60
5,5.72,4,6,5,86,47,66,1,76
6,5.59,1,4,1,75,62,91,0,54
3,5.46,0,7,4,91,76,85,1,67
1,6.77,0,4,4,50,55,95,0,57
6,8.42,1,2,0,51,94,68,1,58
2,6.77,3,4,3,84,61,65,1,69
5,8.6,1,5,4,41,95,48,1,72
6,9.1,0,1,0,79,85,90,0,58
1,8.33,2,5,5,43,47,51,1,71
2,7.33,4,3,2,71,94,82,1,71
6,6.48,0,2,2,80,92,65,1,55
5,5.62,1,6,3,73,93,72,1,65
1,7.47,2,1,5,94,82,71,1,69
3,8.6,0,2,0,44,82,50,1,53
3,7.74,1,3,2,44,65,100,0,57
4,8.61,0,4,5,94,79,68,0,75
6,6.68,1,3,4,43,62,98,0,57
5,5.33,1,4,0,90,55,47,1,52
6,8.86,0,2,3,80,60,64,1,63
1,6.1,2,2,3,51,97,59,0,58
4,8.08,0,6,4,74,79,60,1,73
5,9.02,0,6,2,76,91,43,0,74
6,5.7,2,2,5,73,68,75,0,60
5,7.99,0,6,2,94,93,82,0,73
1,8.45,4,5,3,84,59,68,0,81
4,8.73,4,1,1,67,51,58,1,65
5,5.74,4,5,5,98,76,65,0,78
1,9.13,1,7,5,46,65,75,1,79
3,5.47,3,7,5,99,42,64,0,76
5,7.6,0,3,3,92,57,62,0,62
4,7.22,3,7,5,79,98,77,1,85
2,6.11,4,1,3,96,40,67,1,62
2,6.51,2,2,0,100,58,80,1,57
5,5.82,4,2,4,91,52,50,1,66
5,7.13,0,2,0,50,82,68,0,48
1,5.18,3,4,3,83,72,83,1,64
6,9.44,3,3,0,71,69,89,1,70
2,5.82,1,5,2,89,61,59,1,61
6,9.43,2,6,3,89,66,48,0,83
2,9.32,4,3,2,71,89,63,1,79
5,7.26,2,7,2,98,90,86,0,79
4,7.49,0,4,4,70,52,88,1,62
4,6.51,1,4,2,100,47,80,1,61
2,9.98,4,3,0,87,92,52,1,80
2,8.35,0,4,0,59,99,97,0,61
1,9.76,2,6,5,93,89,41,0,91
5,7.07,1,1,1,45,41,56,1,46
